"","client_nr","yearmonth","total_nr_trx","nr_debit_trx","volume_debit_trx","nr_credit_trx","volume_credit_trx","min_balance","max_balance","CRG"
"19414",622,"201608",1,1,862,0,0,18837,18837,"NULL"
"19415",623,"201401",105,51,8244526,54,7354407,-5986797,-799496,"3"
"19416",623,"201402",80,35,6471969,45,5840207,-7162966,-332539,"3"
"19417",623,"201403",93,39,6959607,54,9786217,-6665019,-211730,"3"
"19418",623,"201404",94,46,10209694,48,8426609,-7368205,-452872,"3"
"19419",623,"201405",83,30,8832744,53,8785196,-6768971,-402019,"3"
"19420",623,"201406",80,30,8227664,50,8566045,-6898930,-174232,"3"
"19421",623,"201407",101,45,7411221,56,7273275,-7379390,-331743,"3"
"19422",623,"201408",83,24,8306752,59,7297923,-7469808,-409559,"3"
"19423",623,"201409",90,37,6681682,53,8375069,-7227598,-310583,"3"
"19424",623,"201410",103,42,12153097,61,10799863,-7477265,-467536,"3"
"19425",623,"201411",79,30,9409855,49,7688374,-7423788,-411537,"3"
"19426",623,"201412",93,35,7298392,58,7955781,-7565764,-864277,"3"
"19427",623,"201501",96,47,6617012,49,7331599,-8012438,-244360,"3"
"19428",623,"201502",62,19,6553472,43,6100959,-7403292,-228855,"3"
"19429",623,"201503",82,28,7705654,54,9562840,-7493222,249480,"3"
"19430",623,"201504",105,54,9896270,51,7805445,-7473061,-247926,"3"
"19431",623,"201505",77,26,7761722,51,7662964,-7444391,-183718,"3"
"19432",623,"201506",84,29,6469820,55,8978042,-7318553,-249946,"3"
"19433",623,"201507",103,44,7657886,59,7355852,-7477403,-249312,"3"
"19434",623,"201508",77,27,7850806,50,6946164,-7276829,-19464,"3"
"19435",623,"201509",82,26,9078408,56,9444265,-7363946,-236384,"3"
"19436",623,"201510",105,49,10280604,56,10482088,-6685662,-172651,"3"
"19437",623,"201511",75,26,6649406,49,6921483,-6910583,-205368,"3"
"19438",623,"201512",77,28,7609259,49,7705396,-6747840,-93040,"3"
"19439",623,"201601",84,39,6553663,45,6385536,-6377106,-188146,"3"
"19440",623,"201602",71,26,7250759,45,7198529,-6685022,-40390,"3"
"19441",623,"201603",89,34,7993962,55,8552073,-7104805,34257,"3"
"19442",623,"201604",75,31,9145455,44,9499247,-6143999,-85948,"3"
"19443",623,"201605",80,32,8343581,48,10173676,-4772904,66803,"3"
"19444",623,"201606",98,41,9778413,57,9667716,-3962122,-87914,"3"
"19445",623,"201607",101,40,8043068,61,7982642,-3628173,-152109,"3"
"19446",623,"201608",83,26,6797060,57,6616805,-3472656,-153653,"3"
"19447",624,"201401",1088,92,35002693,996,33588099,20874,18925124,"NULL"
"19448",624,"201402",861,77,31626224,784,28976837,1153695,10493034,"NULL"
"19449",624,"201403",936,103,31758568,833,35582832,1427542,13550206,"NULL"
"19450",624,"201404",946,101,49105415,845,42304647,3571,12528227,"NULL"
"19451",624,"201405",953,103,37642976,850,38293965,179981,13048227,"NULL"
"19452",624,"201406",959,86,35682899,873,41997813,450615,15942081,"NULL"
"19453",624,"201407",1020,82,42608956,938,38414766,110160,13260021,"NULL"
"19454",624,"201408",652,80,33194156,572,40293406,166340,18701124,"NULL"
"19455",624,"201409",957,86,36049602,871,33488771,391852,13373731,"NULL"
"19456",624,"201410",1112,95,42793166,1017,42668046,202875,14939131,"NULL"
"19457",624,"201411",910,92,33448199,818,32170595,389884,11263533,"NULL"
"19458",624,"201412",1165,86,46036986,1079,43156188,348016,8861006,"NULL"
"19459",624,"201501",975,87,24295865,888,27845900,342919,12767937,"NULL"
"19460",624,"201502",925,86,38065851,839,34194411,113887,12055389,"NULL"
"19461",624,"201503",1205,82,37582381,1123,39404820,579406,14228869,"NULL"
"19462",624,"201504",1170,89,39287748,1081,38779061,52626,12824455,"NULL"
"19463",624,"201505",1132,87,35886147,1045,38557523,464748,11879613,"NULL"
"19464",624,"201506",1210,81,56640346,1129,57767185,2173939,31595945,"NULL"
"19465",624,"201507",1320,100,34322900,1220,39954864,1880076,16288458,"NULL"
"19466",624,"201508",1055,108,46033287,947,37642292,28170,17789064,"NULL"
"19467",624,"201509",1179,101,33724913,1078,32265186,571999,12328686,"NULL"
"19468",624,"201510",1314,106,42271704,1208,39267717,418516,13221327,"NULL"
"19469",624,"201511",1332,103,45930639,1229,48378375,109705,14282775,"NULL"
"19470",624,"201512",1434,106,72325788,1328,68819314,70177,34181835,"NULL"
"19471",624,"201601",1134,84,33840180,1050,35190362,8683,10326677,"NULL"
"19472",624,"201602",1255,91,44006569,1164,41235924,13506,10204992,"NULL"
"19473",624,"201603",1412,95,37264662,1317,40112302,4157,8707154,"NULL"
"19474",624,"201604",1339,88,38819917,1251,38120845,251913,12111240,"NULL"
"19475",624,"201605",1435,102,38560012,1333,49832480,1297382,19214355,"NULL"
"19476",624,"201606",1308,108,55230216,1200,45982922,114418,12066647,"NULL"
"19477",624,"201607",1269,93,48224104,1176,48261112,50420,14712491,"NULL"
"19478",624,"201608",1068,83,25010278,985,36666591,283345,17359731,"NULL"
"19479",625,"201401",88,40,6387255,48,5633525,-7453092,-4066231,"3"
"19480",625,"201402",102,54,5140666,48,5052714,-7218090,-5784150,"3"
"19481",625,"201403",112,48,7178609,64,7359701,-7286069,-3866169,"3"
"19482",625,"201404",103,44,7537132,59,8071422,-7204869,-4663636,"3"
"19483",625,"201405",111,52,8173619,59,9048416,-7355401,-3651616,"3"
"19484",625,"201406",110,53,7179710,57,7969486,-5791993,-2304940,"3"
"19485",625,"201407",100,45,8292561,55,7698503,-5954605,-3399008,"3"
"19486",625,"201408",91,40,9266144,51,9050197,-7336764,-3911887,"3"
"19487",625,"201409",119,48,7367511,71,8714145,-7017666,-3599191,"3"
"19488",625,"201410",118,64,8806603,54,6781815,-6952158,-3725627,"3"
"19489",625,"201411",109,54,4793131,55,5091456,-6244300,-4700091,"3"
"19490",625,"201412",118,59,6299913,59,6262205,-6786200,-4080277,"3"
"19491",625,"201501",95,42,4733711,53,4984426,-6052935,-3762437,"3"
"19492",625,"201502",100,41,7132017,59,6913257,-7189128,-3526670,"3"
"19493",625,"201503",106,48,6215928,58,6563386,-6487312,-2878146,"3"
"19494",625,"201504",118,62,8294356,56,7253284,-7042471,-4314454,"3"
"19495",625,"201505",115,57,5858964,58,7406645,-6323633,-4566544,"3"
"19496",625,"201506",127,60,8303863,67,8593645,-5528035,-1847175,"3"
"19497",625,"201507",126,58,12750528,68,9960389,-7403104,-2732746,"3"
"19498",625,"201508",128,60,5796757,68,9968370,-6843220,-2757851,"3"
"19499",625,"201509",108,46,6837877,62,7016583,-5809072,-2709555,"3"
"19500",625,"201510",151,67,9617116,84,5859330,-7186181,-2257087,"3"
"19501",625,"201511",116,55,3299497,61,5572040,-7071271,-4214388,"3"
"19502",625,"201512",125,59,8640517,66,7164873,-6113336,-3981587,"3"
"19503",625,"201601",106,49,5745347,57,5028886,-7126735,-3947835,"3"
"19504",625,"201602",122,54,7322920,68,8284522,-7445928,-5209824,"3"
"19505",625,"201603",112,51,4865969,61,7409860,-6483547,-2901000,"3"
"19506",625,"201604",99,43,9047101,56,8067755,-4479397,-1908112,"3"
"19507",625,"201605",115,52,12229038,63,14457524,-6189116,-1651860,"3"
"19508",625,"201606",118,58,9205761,60,7815304,-4220778,783926,"3"
"19509",625,"201607",107,43,7955012,64,7930199,-4707639,-402088,"3"
"19510",625,"201608",141,50,9621153,91,9582661,-6309875,-2498555,"3"
"19511",626,"201401",118,47,70604508,71,55559029,100075,62019699,"NULL"
"19512",626,"201402",106,39,5639158,67,8181482,451004,4492745,"NULL"
"19513",626,"201403",98,34,8596248,64,7455377,112622,4189730,"NULL"
"19514",626,"201404",98,38,8069369,60,7945962,492190,38519699,"NULL"
"19515",626,"201405",111,50,6712718,61,8093221,863424,4229163,"NULL"
"19516",626,"201406",106,39,9683668,67,9050058,1549357,6074239,"NULL"
"19517",626,"201407",107,41,9953303,66,12830004,194846,41019699,"NULL"
"19518",626,"201408",101,37,4588312,64,5783910,952105,6243628,"NULL"
"19519",626,"201409",105,40,6662576,65,7704224,1464518,7047452,"NULL"
"19520",626,"201410",128,54,13813415,74,12965321,67818,43019699,"NULL"
"19521",626,"201411",112,49,20692726,63,14653918,248247,42997876,"NULL"
"19522",626,"201412",116,49,8981741,67,8798454,316213,6084350,"NULL"
"19523",626,"201501",125,56,19949043,69,22777304,26721,49632394,"NULL"
"19524",626,"201502",94,32,5290169,62,9065085,538086,5382258,"NULL"
"19525",626,"201503",101,42,8116721,59,7109874,528677,50832394,"NULL"
"19526",626,"201504",101,38,6597351,63,7777578,483047,6201676,"NULL"
"19527",626,"201505",95,35,13721325,60,22374957,326063,58832394,"NULL"
"19528",626,"201506",97,35,5219715,62,5946302,783979,5693603,"NULL"
"19529",626,"201507",121,51,11492471,70,10825007,306328,37120794,"NULL"
"19530",626,"201508",93,36,5773526,57,6499305,459206,5211130,"NULL"
"19531",626,"201509",103,35,6365165,68,9540960,688323,7513918,"NULL"
"19532",626,"201510",138,57,12181306,81,16646214,63620,39120794,"NULL"
"19533",626,"201511",105,39,21721909,66,15655886,848612,32920794,"NULL"
"19534",626,"201512",131,54,15497259,77,34955590,598702,65832394,"NULL"
"19535",626,"201601",109,43,26453502,66,21642179,598446,72511792,"NULL"
"19536",626,"201602",112,51,7907000,61,8909787,385113,43093211,"NULL"
"19537",626,"201603",121,52,9266603,69,8893641,38494,3615006,"NULL"
"19538",626,"201604",92,35,10932738,57,9342542,148108,41593211,"NULL"
"19539",626,"201605",99,38,7623238,61,7777429,871055,3404016,"NULL"
"19540",626,"201606",103,37,10293026,66,11286127,175639,43593211,"NULL"
"19541",626,"201607",89,30,6269443,59,6710789,462035,4049030,"NULL"
"19542",626,"201608",91,36,5232025,55,6166333,976784,2755751,"NULL"
"19543",627,"201401",208,113,9677062,95,8457817,5060,2400000,"2"
"19544",627,"201402",183,108,9559808,75,10186716,-27628,3550000,"2"
"19545",627,"201403",191,109,13097359,82,12688060,7556,3550000,"2"
"19546",627,"201404",224,127,12787261,97,13224805,-34938,3000000,"2"
"19547",627,"201405",196,110,11612247,86,12277205,2185,4775000,"2"
"19548",627,"201406",183,103,11998996,80,13104643,1627,4530000,"2"
"19549",627,"201407",197,114,10572221,83,9321171,1521,4250000,"2"
"19550",627,"201408",180,103,11740143,77,12450546,547,5350000,"2"
"19551",627,"201409",236,129,17144766,107,15558746,-231,3880000,"2"
"19552",627,"201410",213,127,14628512,86,15109777,-10413,3720000,"2"
"19553",627,"201411",202,113,14252699,89,15086563,-11113,4780000,"2"
"19554",627,"201412",229,134,12855255,95,13459400,1357,4950000,"2"
"19555",627,"201501",217,125,17777734,92,17500038,324,5180000,"2"
"19556",627,"201502",175,95,11362804,80,12897750,282,6050000,"2"
"19557",627,"201503",217,119,16018183,98,15961059,-8778,6105000,"2"
"19558",627,"201504",213,120,13189928,93,10653834,201,4490000,"2"
"19559",627,"201505",172,97,12579008,75,13245031,1852,5340000,"2"
"19560",627,"201506",174,97,13360658,77,14190607,-5446,6470000,"2"
"19561",627,"201507",175,108,17141662,67,15449876,4279,4380000,"2"
"19562",627,"201508",151,91,10431493,60,11377672,490,4050000,"2"
"19563",627,"201509",203,118,16220660,85,17603681,82,5160000,"2"
"19564",627,"201510",205,126,12056323,79,10860848,804,3980000,"2"
"19565",627,"201511",182,91,14569962,91,16104181,15,5320000,"2"
"19566",627,"201512",216,134,17205467,82,16951584,455,5310000,"2"
"19567",627,"201601",207,117,17635594,90,15143035,-11390,3805631,"2"
"19568",627,"201602",187,106,16563506,81,16544166,3338,4560000,"2"
"19569",627,"201603",209,127,14278335,82,14589994,992,3640000,"2"
"19570",627,"201604",204,116,15766403,88,14748111,0,2400000,"2"
"19571",627,"201605",192,116,12368082,76,12325435,645,2780000,"2"
"19572",627,"201606",179,99,13216337,80,12794860,3051,3100000,"2"
"19573",627,"201607",175,112,15267171,63,14830023,24,2500000,"2"
"19574",627,"201608",180,113,11450045,67,12201192,-337,2550000,"2"
"19575",628,"201401",168,70,9746841,98,9096287,-6602247,6386339,"3"
"19576",628,"201402",124,52,4428639,72,4521351,-6860321,5012826,"3"
"19577",628,"201403",135,59,4932737,76,4965425,-7032373,5310848,"3"
"19578",628,"201404",131,60,5340402,71,7396837,-7163988,5168820,"3"
"19579",628,"201405",174,81,17523580,93,15537478,-7131436,6914411,"3"
"19580",628,"201406",155,58,6779308,97,6519182,-7720139,5678408,"3"
"19581",628,"201407",122,60,4972420,62,4956895,-8329037,5808548,"3"
"19582",628,"201408",103,45,10325352,58,10404290,-8330520,6554121,"3"
"19583",628,"201409",130,56,6381934,74,6311441,-3327342,1583219,"3"
"19584",628,"201410",190,89,10967797,101,11686791,-3432710,2015678,"3"
"19585",628,"201411",126,57,8815597,69,7865780,-740929,2172777,"3"
"19586",628,"201412",153,61,8834766,92,9816464,-1170217,372545,"3"
"19587",628,"201501",145,62,8303162,83,7150164,-1588762,1247643,"3"
"19588",628,"201502",115,47,5611556,68,5604807,-2061960,1189389,"3"
"19589",628,"201503",109,49,4715575,60,4662912,-2426213,1318415,"3"
"19590",628,"201504",160,69,14163233,91,14450930,-2440301,1995058,"3"
"19591",628,"201505",140,64,8330883,76,8080068,-2441601,1719981,"3"
"19592",628,"201506",124,45,5500184,79,5509710,-2275045,1193097,"3"
"19593",628,"201507",179,75,6291849,104,6435028,-2396795,1354878,"3"
"19594",628,"201508",152,62,6440392,90,6537948,-2394295,1571845,"3"
"19595",628,"201509",128,54,4828441,74,5224857,-2422689,1741961,"3"
"19596",628,"201510",155,74,8065233,81,7912542,-2561434,2107275,"3"
"19597",628,"201511",145,68,6691320,77,6619966,-2387556,2212563,"3"
"19598",628,"201512",168,79,8016413,89,8271412,-2396749,2051865,"3"
"19599",628,"201601",155,71,8023542,84,7969149,-2261236,2267578,"3"
"19600",628,"201602",155,73,6239809,82,6187916,-2173200,1489706,"3"
"19601",628,"201603",159,74,4677319,85,4886992,-1738232,805385,"3"
"19602",628,"201604",200,109,10788994,91,10781670,-1687545,1784552,"3"
"19603",628,"201605",163,77,6291916,86,6300470,-1530235,966722,"3"
"19604",628,"201606",167,79,6340592,88,6456232,-1417196,670672,"3"
"19605",628,"201607",189,89,6703345,100,6916371,-1231018,1501868,"3"
"19606",628,"201608",174,75,7001538,99,7141209,-1057521,341874,"3"
"19607",629,"201401",110,73,6179854,37,7983609,-12931811,6631,"4"
"19608",629,"201402",116,83,8371057,33,9780480,-10999082,1165,"4"
"19609",629,"201403",102,70,3744193,32,2403000,-10478324,-303104,"4"
"19610",629,"201404",74,50,1810793,24,1644494,-10998537,1522,"4"
"19611",629,"201405",34,22,217564,12,216283,-11137452,966,"4"
"19612",629,"201406",41,23,881069,18,529216,-11545835,457,"4"
"19613",629,"201407",52,47,2148080,5,49506,-13444485,-3706,"4"
"19614",629,"201408",43,36,776936,7,229755,-13995211,-4755,"4"
"19615",629,"201409",69,47,715819,22,742609,-14080554,-5264,"4"
"19616",629,"201410",80,54,1584516,26,1597453,-14218602,-6588,"4"
"19617",629,"201411",97,69,2460822,28,2509578,-13992981,7903,"4"
"19618",629,"201412",151,112,7622244,39,8914705,-13932273,6854,"4"
"19619",629,"201501",100,69,5239075,31,7907937,-12729364,5530,"4"
"19620",629,"201502",99,70,7352991,29,9047519,-10910682,4454,"4"
"19621",629,"201503",127,97,5738192,30,4136910,-9900347,9629,"4"
"19622",629,"201504",97,77,1589983,20,452040,-11008701,7657,"4"
"19623",629,"201505",41,25,405572,16,401568,-11134224,6461,"4"
"19624",629,"201506",93,72,1885325,21,1322555,-11628310,5902,"4"
"19625",629,"201507",90,74,1415951,16,488111,-12489498,4648,"4"
"19626",629,"201508",40,30,330142,10,352780,-12624995,3522,"4"
"19627",629,"201509",80,60,1696594,20,1939547,-12601728,3522,"4"
"19628",629,"201510",82,59,1686064,23,1695177,-12567665,1709,"4"
"19629",629,"201511",123,90,4667778,33,4970357,-12464362,544,"4"
"19630",629,"201512",107,70,4370681,37,5242841,-12260015,-15,"4"
"19631",629,"201601",114,83,8654973,31,8700150,-11169883,-1269,"4"
"19632",629,"201602",141,108,9798141,33,11524452,-11129609,-2395,"4"
"19633",629,"201603",106,72,4632265,34,4511078,-10516934,-102395,"4"
"19634",629,"201604",113,84,2643978,29,1298262,-10756357,0,"4"
"19635",629,"201605",111,86,1192791,25,925260,-10869390,-105031,"4"
"19636",629,"201606",104,77,5116063,27,1389024,-14725433,178,"4"
"19637",629,"201607",97,72,2132588,25,1334158,-15701703,-3100,"4"
"19638",629,"201608",95,71,1200592,24,770929,-15972853,-5104,"4"
"19639",630,"201401",215,129,24056455,86,21731063,496898,13571053,"NULL"
"19640",630,"201402",166,96,20648391,70,14691319,210543,9172498,"NULL"
"19641",630,"201403",223,124,22396761,99,23301006,220646,7932264,"NULL"
"19642",630,"201404",292,182,26585531,110,25029095,298781,10032951,"NULL"
"19643",630,"201405",244,140,28543215,104,31353939,98506,12173778,"NULL"
"19644",630,"201406",253,131,73121723,122,82908713,42839,22532951,"NULL"
"19645",630,"201407",217,99,55832074,118,73806321,360480,31556474,"NULL"
"19646",630,"201408",207,125,36849246,82,26079951,704513,11230109,"NULL"
"19647",630,"201409",149,65,24552880,84,21325540,7214,6091499,"NULL"
"19648",630,"201410",178,80,29881901,98,27484323,15578,33116797,"NULL"
"19649",630,"201411",133,44,16256356,89,18408202,232718,6109962,"NULL"
"19650",630,"201412",134,39,27073491,95,27480462,268045,6840983,"NULL"
"19651",630,"201501",151,68,23336283,83,32179170,141426,35166970,"NULL"
"19652",630,"201502",126,37,33237824,89,29467022,223641,9130696,"NULL"
"19653",630,"201503",130,33,24122644,97,24430125,32424,34466970,"NULL"
"19654",630,"201504",141,35,32053224,106,36781311,-75351,34513332,"NULL"
"19655",630,"201505",135,39,41524681,96,48874493,269114,40513332,"NULL"
"19656",630,"201506",181,49,76990563,132,93772555,412147,58763332,"NULL"
"19657",630,"201507",189,58,41053378,131,54147176,492147,61314797,"NULL"
"19658",630,"201508",113,31,40762621,82,35293129,864343,64314797,"NULL"
"19659",630,"201509",154,66,34333545,88,31773924,542969,68314797,"NULL"
"19660",630,"201510",138,40,94594333,98,86142291,180806,68386032,"NULL"
"19661",630,"201511",129,32,35623309,97,37001317,323427,52886032,"NULL"
"19662",630,"201512",137,39,48305458,98,49344836,383752,50386032,"NULL"
"19663",630,"201601",203,106,36198558,97,38770248,368741,54440262,"NULL"
"19664",630,"201602",141,35,47638244,106,39811097,237176,56440262,"NULL"
"19665",630,"201603",154,36,23601437,118,27699061,-73166,55690262,"NULL"
"19666",630,"201604",159,32,41842961,127,45027787,200223,58726711,"NULL"
"19667",630,"201605",179,43,51457815,136,54914376,555041,64226711,"NULL"
"19668",630,"201606",162,40,53892559,122,68582684,1361492,72726711,"NULL"
"19669",630,"201607",176,36,58466748,140,71515458,834523,83246573,"NULL"
"19670",630,"201608",153,37,55829670,116,51511621,1189694,91246573,"NULL"
"19671",631,"201401",337,141,15212554,196,14843487,-9208675,500503,"NULL"
"19672",631,"201402",322,130,12785821,192,13236859,-9060622,830265,"NULL"
"19673",631,"201403",362,157,15730373,205,16303993,-9052199,1000503,"NULL"
"19674",631,"201404",319,132,14982506,187,14372949,-8999343,1251653,"NULL"
"19675",631,"201405",374,157,18319505,217,18034449,-9225448,1835207,"NULL"
"19676",631,"201406",388,157,18630935,231,19461217,-8994632,1751653,"NULL"
"19677",631,"201407",420,176,22165623,244,21776364,-8999368,2004543,"NULL"
"19678",631,"201408",300,116,12702029,184,12743628,-8999832,2254543,"NULL"
"19679",631,"201409",362,131,18450657,231,19013428,-8993722,2504543,"NULL"
"19680",631,"201410",370,130,18588377,240,18808476,-8993954,2758909,"NULL"
"19681",631,"201411",371,131,21510072,240,21331142,-9010391,3008909,"NULL"
"19682",631,"201412",456,169,32498553,287,32650708,-8999406,3258909,"NULL"
"19683",631,"201501",378,147,14404405,231,13614391,-9130879,3513685,"NULL"
"19684",631,"201502",336,126,13481582,210,12620804,-8991736,1763685,"NULL"
"19685",631,"201503",375,147,14885835,228,14515454,-8988822,1413685,"NULL"
"19686",631,"201504",343,138,17591351,205,16746357,-9073834,1166123,"NULL"
"19687",631,"201505",321,133,11704043,188,11902870,-9322811,616123,"NULL"
"19688",631,"201506",391,160,16301427,231,15877783,-8999246,866123,"NULL"
"19689",631,"201507",356,140,13150416,216,16339382,-9050404,697857,"NULL"
"19690",631,"201508",307,129,15291577,178,12381706,-9001213,843948,"NULL"
"19691",631,"201509",357,128,16944076,229,16602039,-8996667,740896,"NULL"
"19692",631,"201510",344,123,14760257,221,14980301,-9113970,651213,"NULL"
"19693",631,"201511",385,144,21629648,241,24957058,-9121013,959606,"NULL"
"19694",631,"201512",411,160,27778297,251,29873386,-9477174,1061877,"NULL"
"19695",631,"201601",326,123,17625773,203,13376798,-9128454,503813,"NULL"
"19696",631,"201602",366,137,15298422,229,14946564,-9371772,800705,"NULL"
"19697",631,"201603",352,135,13846546,217,13843770,-9547452,604737,"NULL"
"19698",631,"201604",334,129,14136884,205,13411168,-9583226,659303,"NULL"
"19699",631,"201605",451,195,38888755,256,56026031,-9310258,9719165,"NULL"
"19700",631,"201606",384,157,15349792,227,15588288,-726,3660689,"NULL"
"19701",631,"201607",302,107,8569239,195,15279909,-25610,8250028,"NULL"
"19702",631,"201608",324,119,17211060,205,15786816,-2406,7684397,"NULL"
"19703",632,"201401",250,139,14354356,111,11312109,4822717,10985322,"3"
"19704",632,"201402",240,125,10098757,115,12320788,-1142400,7750412,"3"
"19705",632,"201403",298,158,16430995,140,15761737,2696411,7474427,"3"
"19706",632,"201404",289,156,13769297,133,17863703,4955828,13985991,"3"
"19707",632,"201405",315,164,15018462,151,19070673,9030082,15497171,"3"
"19708",632,"201406",297,156,12857660,141,22839429,12515619,24407652,"3"
"19709",632,"201407",352,188,26200151,164,16467157,12185739,24781797,"3"
"19710",632,"201408",279,134,12829561,145,13620649,-50000,17845745,"3"
"19711",632,"201409",303,170,23494430,133,25156253,3902925,17003794,"3"
"19712",632,"201410",257,131,11191458,126,12313803,0,10248853,"3"
"19713",632,"201411",219,119,10384898,100,11812287,5253360,10546439,"3"
"19714",632,"201412",273,157,13743725,116,12042258,5452276,8799580,"3"
"19715",632,"201501",229,133,12946630,96,10166543,4580780,10026575,"3"
"19716",632,"201502",218,113,9048134,105,10601431,4004233,7808334,"3"
"19717",632,"201503",268,144,11688005,124,12919837,4044497,10254182,"3"
"19718",632,"201504",292,155,142085018,137,56652346,-70000550,28992797,"3"
"19719",632,"201505",301,165,18404514,136,88565796,-46000550,5075497,"3"
"19720",632,"201506",289,147,12659043,142,15948904,-351950,7964661,"3"
"19721",632,"201507",365,182,21102544,183,21647082,-1064683,5523255,"3"
"19722",632,"201508",307,162,14693381,145,13157710,-1396176,6894174,"3"
"19723",632,"201509",261,127,11376438,134,14648342,-1973231,8390619,"3"
"19724",632,"201510",281,164,14559454,117,9072649,-2571315,7715574,"3"
"19725",632,"201511",242,127,11601688,115,13072664,-3146268,5516461,"3"
"19726",632,"201512",241,125,12932105,116,13772331,-3712843,7973511,"3"
"19727",632,"201601",215,115,12108699,100,10443153,-4357482,7622811,"3"
"19728",632,"201602",252,141,9868812,111,10996471,-4929165,7557982,"3"
"19729",632,"201603",265,132,13668873,133,13310777,-5485400,7613512,"3"
"19730",632,"201604",288,151,34960166,137,33237896,-6155948,9860438,"3"
"19731",632,"201605",286,149,11199103,137,14152548,-1717907,6933510,"3"
"19732",632,"201606",296,161,11876946,135,14119668,-2285199,8474420,"3"
"19733",632,"201607",307,161,14052579,146,15021032,-2906728,14316273,"3"
"19734",632,"201608",285,143,11731813,142,15266191,-3471850,14506766,"3"
"19735",633,"201401",105,60,4493412,45,6283652,2632852,21792939,"2"
"19736",633,"201402",106,64,12835265,42,7944724,1137725,16792939,"2"
"19737",633,"201403",104,61,12138852,43,9546048,911891,14792939,"2"
"19738",633,"201404",114,67,7451290,47,8186301,2958085,14835584,"2"
"19739",633,"201405",114,60,13287416,54,16320860,594442,21895894,"2"
"19740",633,"201406",111,59,7301245,52,11781630,730455,23895894,"2"
"19741",633,"201407",112,65,9921136,47,6569079,1366444,23936661,"2"
"19742",633,"201408",89,51,10591877,38,8480615,1187491,19436661,"2"
"19743",633,"201409",84,45,11311943,39,10371952,1957845,16436661,"2"
"19744",633,"201410",138,86,10577344,52,10231667,1116969,18976648,"2"
"19745",633,"201411",90,52,7136066,38,8854013,302631,21476648,"2"
"19746",633,"201412",132,76,6595367,56,9180855,109623,20476648,"2"
"19747",633,"201501",122,77,8269109,45,7367929,2852117,20508197,"2"
"19748",633,"201502",108,72,11870007,36,7408244,2155718,15508197,"2"
"19749",633,"201503",123,78,14396919,45,9623625,1868988,12508197,"2"
"19750",633,"201504",125,72,6272138,53,8622270,1544267,12530102,"2"
"19751",633,"201505",115,70,10085357,45,11804487,1820361,16530102,"2"
"19752",633,"201506",100,57,4932852,43,7958610,1913220,5683193,"2"
"19753",633,"201507",110,64,5700934,46,5628420,4600997,16548314,"2"
"19754",633,"201508",84,46,8803348,38,5766075,1814104,6651132,"2"
"19755",633,"201509",113,68,7027435,45,9019000,1433588,4904303,"2"
"19756",633,"201510",123,68,7505575,55,9247401,3333250,16567084,"2"
"19757",633,"201511",100,55,4779453,45,8626519,4683222,9555736,"2"
"19758",633,"201512",151,91,30185546,60,26485962,1066251,26567084,"2"
"19759",633,"201601",92,50,1966450,42,4714674,1659917,20586220,"2"
"19760",633,"201602",116,80,15964217,36,10749187,3288832,17586220,"2"
"19761",633,"201603",113,73,26942580,40,14869621,1622523,8622523,"2"
"19762",633,"201604",115,71,6489805,44,9523462,1033520,5597149,"2"
"19763",633,"201605",119,71,7899620,48,10108748,4487490,9112381,"2"
"19764",633,"201606",109,61,4359875,48,7584583,7317397,11830954,"2"
"19765",633,"201607",100,57,13096686,43,11768394,2047249,12599020,"2"
"19766",633,"201608",100,54,12114905,46,9945277,956020,10099020,"2"
"19767",634,"201401",121,83,4617120,38,3547620,1019540,7040195,"2"
"19768",634,"201402",95,71,2905735,24,2973114,791959,1717896,"2"
"19769",634,"201403",122,82,4129872,40,3503904,143427,2272784,"2"
"19770",634,"201404",136,96,4345369,40,4392793,379215,7055768,"2"
"19771",634,"201405",117,78,3679425,39,4360396,710823,1981602,"2"
"19772",634,"201406",119,83,4605151,36,5022260,1281248,2962553,"2"
"19773",634,"201407",124,84,5331817,40,6056401,1217481,7071547,"2"
"19774",634,"201408",96,66,3555160,30,2734014,1220363,3143458,"2"
"19775",634,"201409",122,85,3802106,37,3488135,274512,1904520,"2"
"19776",634,"201410",137,96,4373991,41,4714612,898912,7085771,"2"
"19777",634,"201411",124,87,3989513,37,2624530,526822,6785771,"2"
"19778",634,"201412",118,77,4311873,41,4385052,636080,6185771,"2"
"19779",634,"201501",125,84,3997413,41,3880990,419042,6196821,"2"
"19780",634,"201502",110,78,3910500,32,3462945,314325,1681898,"2"
"19781",634,"201503",150,105,5542496,45,5566804,265727,2033407,"2"
"19782",634,"201504",123,88,3485812,35,3106578,106787,6205209,"2"
"19783",634,"201505",127,89,3928678,38,4562689,172899,2205351,"2"
"19784",634,"201506",126,85,4945271,41,6163159,930940,3369626,"2"
"19785",634,"201507",145,100,5205228,45,4700166,549771,6213197,"2"
"19786",634,"201508",114,74,3687569,40,3330960,426581,1673286,"2"
"19787",634,"201509",148,99,4561901,49,6353364,1131128,4406127,"2"
"19788",634,"201510",139,91,6460334,48,5391236,1750207,6220244,"2"
"19789",634,"201511",142,98,4525786,44,3614666,883345,2639889,"2"
"19790",634,"201512",167,120,5939212,47,6115574,694130,3292148,"2"
"19791",634,"201601",118,75,3965604,43,3425999,818516,6226515,"2"
"19792",634,"201602",136,79,4312562,57,4260820,687797,2005667,"2"
